"","segID","woody_prp","herb_prp","open_prp","woody_mnParea","herb_mnParea","woody_ClmIdx","herb_ClmIdx","woody_ShpInx","herb_ShpInx","woody_lrgPInx","herb_lrgPInx","woody_AggInx","herb_AggInx","woody_EdgDens","herb_EdgDens","woody_Pdens","herb_Pdens","woody_Npatches","herb_Npatches"
"1","1.1",0.595176590937525,0.378697223264816,0.404823409062475,0.0106730579347831,0.00408425365013204,0.823249510325054,0.788595715933258,1.36332471615719,1.34536204583815,37.76282251114,17.2421591819021,92.8438302284247,86.8670359125579,2829.45893349041,3306.21407315832,5575.96417740839,9274.03055329009,1642,2731
"2","1.2",0.578698695162608,0.375291006459178,0.421301304837392,0.00926458103157676,0.00450228879858025,0.823748503864382,0.755776674609932,1.33803140535446,1.33724819951174,16.7468016308168,19.1094077592161,92.5777412604199,84.7407557319684,2843.94557495656,3816.28237525837,6248.33988211416,8333.38373408051,1840,2454
"3","2.1",0.739652176431405,0.240353036577949,0.260072692519332,0.0300425011195742,0.00223167943106226,0.794009157174322,0.742782900363452,1.39505927575024,1.39259776672444,38.8097804831938,3.82014948097285,94.6082101786953,80.4775053272907,2679.17480336535,3116.68828869749,2457.35530390569,10799.5353812756,613,2694
"4","2.2",0.521612134306874,0.443785859720971,0.478387865693126,0.008667744558346,0.00473226184329741,0.808892434874797,0.764675629716757,1.3554635118141,1.33422293058614,20.9159977022841,32.7362447356039,90.850771726921,86.9148194709519,3183.22157079212,3864.33361252876,6013.70315916369,9381.37692829536,1500,2340
"5","2.3",0.640981752517156,0.334806048994948,0.351073981878502,0.0128109239021594,0.00403335678155432,0.835318864187262,0.806204081711814,1.33785888862685,1.31663102592229,34.1516571671052,13.8795593204193,94.087999539966,87.1074508719473,2512.39216957533,2880.20247621025,5003.56712505464,8299.18585646082,1248,2070
"6","2.4",0.718905721199588,0.263299432181042,0.280152982389068,0.0231731177718015,0.00344144542357374,0.818650893087767,0.781227752038958,1.36411849798833,1.34153416263741,31.361611169885,19.8242654031172,94.9054904766882,83.8789491626071,2417.45715183943,2838.58416250422,3103.06635150739,7645.4102484814,774,1907
"7","3.1",0.554208392374036,0.42223599236768,0.445791607625964,0.0076513713538034,0.00518258648995715,0.789707447262461,0.756224764662465,1.35591391447788,1.32919331442336,17.0726651667538,25.9385611488009,90.6285598364621,85.9126563855883,3449.17582694351,3962.4377561799,7245.26024511414,8144.92004376242,1812,2037
"8","3.2",0.585581733935731,0.369940376460257,0.414191500179102,0.0114713993293963,0.00322284062572329,0.815543608254861,0.761486096670353,1.35768577549353,1.3444177528042,24.1420111529194,17.7590232414863,92.3586805094049,84.9698742322316,2968.28193346579,3705.47625313452,5106.07651829954,11475.6770614876,1277,2870
"9","3.3",0.479313308440644,0.463054578545583,0.520686691559356,0.00647378011464359,0.00668096061501617,0.831839872227128,0.757193152767766,1.32154819883605,1.28947210084545,7.36604797065501,42.7525038401573,91.2463811708087,86.961234587513,2786.72326099597,4021.28401375304,7405.98864876335,6930.11788785469,1852,1733
"10","3.4",0.743709883354806,0.243523563022491,0.256290116645194,0.0262716118618226,0.00252434344619202,0.811437979843501,0.780120871926279,1.34170404835815,1.32714922722992,59.9692814390221,10.1617402770141,95.1679988216049,83.3652897264394,2375.07441917087,2705.84354346468,2830.98247570938,9644.53351894212,708,2412
"11","4.1",0.701341777927955,0.284271509312447,0.298658222072045,0.0166732710360139,0.00246256209634633,0.770381626752364,0.740343237109829,1.38799228942785,1.36513509966041,36.0588788045801,4.95093672787764,93.1374433104537,81.4209811198313,3196.15177801109,3518.03580476951,4205.1261139534,11552.1050088644,1052,2890
"12","4.2",0.573206338571193,0.394781682025986,0.426793661428807,0.0088414851564688,0.00516564259216775,0.828754152228274,0.779003216216011,1.33492799564668,1.32292420359575,17.3680423645887,17.3651643354631,92.6919629443852,86.6252296141022,2777.72972360359,3521.24454104639,6483.55964042285,7642.76574136158,1622,1912
"13","4.3",0.564561078236862,0.396714692912158,0.435438921763138,0.00909381385044273,0.00462201799685028,0.814550370690884,0.758849479480796,1.35538734086581,1.32049206624501,25.9384255807862,16.5592069472709,91.925355624179,85.45178308887,3025.87850829057,3847.05783377824,6208.51687021981,8583.18462354278,1553,2147
"14","4.4",0.661450910230363,0.304648116941534,0.338549089769637,0.0140116215630387,0.00389753886999216,0.823552898773649,0.761335969119721,1.35953964940715,1.33094163872487,39.1533234128412,22.3963745110512,94.0275305513736,83.4034493779519,2612.95585048749,3376.32522464993,4721.18813373843,7815.34530182779,1181,1955
"15","5.1",0.564874030709819,0.378532028852717,0.43444031755207,0.00818982274978368,0.00399722936800051,0.788944600108306,0.734865366163342,1.38050099095662,1.35949586924411,16.8821916129131,8.69934269998621,90.8120874775266,83.5270174670453,3455.77897443746,4149.28920115703,6894.75494526298,9473.90401737988,1620,2226
"16","5.2",0.498216613780041,0.430241925565149,0.501068494330062,0.00675699062568754,0.00711206520127785,0.840804348624945,0.768724167460648,1.33820252553769,1.33562603919775,9.70092194919397,19.5141571374067,92.0147149630355,86.8206167759342,2644.08544301615,3777.40719915507,7376.03572387143,6048.09392015078,1733,1421
"17","5.3",0.531500729464685,0.424576118755928,0.468499270535315,0.00843583849074187,0.00788881379931069,0.852966506540667,0.790176535356436,1.31144951791561,1.28836265005793,13.6742930339172,38.1606930535296,93.1150536222242,87.9225995945142,2426.16737329482,3420.83317621575,6303.38041928526,5379.79260633125,1481,1264
"18","5.4",0.638862282353846,0.333260560402814,0.361137717646154,0.0133483780840648,0.00469067096084267,0.837227391027968,0.785815026497951,1.33302191232424,1.31747960305817,30.9445220845133,22.2461782697706,94.1180428722484,85.7232007774198,2494.18713322782,3173.46109574786,4784.39866913273,7108.49268456553,1124,1670
"19","6.1",0.562701565999608,0.377547467319889,0.434801714555935,0.00948754638830482,0.00425291634792821,0.811604130558672,0.742166980599254,1.36912592425505,1.34560516599242,23.38233065616,21.2706470677375,91.7616276325284,83.9513694925206,3081.75471470189,4036.77312145883,5931.03293948852,8877.60714647359,1409,2109
"20","6.2",0.651092142594321,0.290729179653884,0.345594786665004,0.0161296152204581,0.00295978939374516,0.822652285234458,0.740946508545558,1.36326910611193,1.36262187924425,34.524289381408,5.16609639379438,93.8124024665545,81.6274885155481,2673.1855746828,3560.97261585031,4036.69655516222,9824.45230422171,959,2334
