"","segID","woody_prp","herb_prp","open_prp","woody_mnParea","herb_mnParea","woody_ClmIdx","herb_ClmIdx","woody_ShpInx","herb_ShpInx","woody_lrgPInx","herb_lrgPInx","woody_AggInx","herb_AggInx","woody_EdgDens","herb_EdgDens","woody_Pdens","herb_Pdens","woody_Npatches","herb_Npatches"
"1","1.1",0.446532722489007,0.509024672959099,0.553467277510993,0.00549946116930356,0.0063964865527648,0.809769878449549,0.76459955278256,1.36525802467989,1.34727471282692,17.6841783750764,43.0788026878436,89.4713379946026,88.4430891008117,3149.71482599271,3920.07725212529,8119.52706808969,7958.32433633034,957,938
"2","1.2",0.65837953196291,0.322928420742776,0.34162046803709,0.0141575921528597,0.00359925164962089,0.831288882455396,0.801435615674321,1.36776189405327,1.34662076798345,59.1997556505803,21.2932193036042,94.2342434508046,86.5588772196012,2541.08116594599,2897.7804008584,4649.42615811197,8976.44685270522,548,1058
"3","1.3",0.651881905918504,0.305297182584588,0.348118094081496,0.0139130226353606,0.00294737119723076,0.807290814815266,0.734825403750016,1.35927145013892,1.36562405570902,35.5012175634676,16.5338091557106,93.2900676935797,81.5817598859993,2919.40240134265,3755.85981969091,4684.89468018305,10362.7833414919,552,1221
"4","1.4",0.635493040670451,0.335712905807567,0.364506959329549,0.0149783769648574,0.00418132796490754,0.836891506119872,0.786904153198584,1.34186071331511,1.32495292202746,41.8425892546178,15.1111138267516,94.0556854942636,85.8436525795453,2526.56397735469,3175.05891459325,4243.18805158612,8028.11179360094,500,946
"5","1.5",0.542403856178287,0.412003336133887,0.457596143821713,0.00663906584822673,0.00463825817843694,0.816183882568897,0.749803411396565,1.34368281418769,1.34182108739538,31.080024434942,33.8124618204032,91.5893178155875,85.2889908086391,3042.55742859188,4052.94224615771,8170.43319390844,8883.11895537086,963,1047
"6","2.1",0.723349783369245,0.246559393897268,0.276099951344964,0.0324080308645981,0.00284592816116475,0.819836760243065,0.746663220657169,1.38981776741242,1.40602181897898,52.3153985763379,6.38714722235848,94.9934237262348,80.9246149879281,2449.08923961537,3134.23021310611,2228.1788507353,8680.27947966306,278,1083
"7","2.2",0.755954380640154,0.234146751155544,0.244045619359846,0.0280246089481111,0.00181027947384345,0.767301132611986,0.740797591636527,1.39992745437555,1.38557041191872,70.842794369253,7.63740020831109,94.2909732370816,80.1644126226465,2907.36302433427,3096.63182330947,2692.84867789116,12967.3486929402,336,1618
"8","2.3",0.548120644813744,0.416122660580749,0.451879355186256,0.0100693280822616,0.00426399371729553,0.803357925462052,0.756367993694275,1.35245805127114,1.33790498984215,41.8122015608996,28.5410926297263,91.0950378824916,85.7942777448195,3285.10210550752,3934.99605304283,5433.81529455168,9777.66173945877,678,1220
"9","2.4",0.495102241788797,0.471450501071656,0.504897758211203,0.007433588926501,0.00523060176042586,0.815651444530777,0.772486688645098,1.36386612175388,1.33626165531592,31.2731018602678,36.9644191676549,90.6927020198332,87.9697863498387,3079.18993003511,3790.84502705297,6660.64520632042,9009.10374477034,831,1124
"10","2.5",0.53970649142268,0.439837113455807,0.46029350857732,0.0075661892514342,0.0050327012416214,0.809980635570968,0.780657665114875,1.36642030005885,1.33247000987315,19.3904522265057,27.7485052748217,91.254444179498,87.7102543942469,3152.53304566464,3610.18440767829,7133.76942845439,8736.86368203964,890,1090
