"","Study_Area","Area_ha","Transect_ID","Transect_Length_km","Flight_Path","Date","Female","Fawn","Male_Young","Male_Middle","Male_Mature","Male_Unkown","Unknown","Direction_clock","Detection_Distance","Survey_Time","Degree","Perpendicular_Distance","Group_size","Males"
"207","La Copita Ranch",1096.698,3,4.99,"S2N","9/7/2024",0,0,0,0,1,0,0,9,20,"Morning",270,20,1,1
"208","La Copita Ranch",1096.698,4,4.99,"N2S","9/7/2024",1,0,0,0,0,0,0,1,30,"Morning",210,15,1,0
"209","La Copita Ranch",1096.698,5,4.68,"S2N","9/7/2024",1,0,0,0,0,0,0,10,60,"Morning",300,52,1,0
"210","La Copita Ranch",1096.698,5,4.68,"S2N","9/7/2024",1,1,1,0,0,0,0,12,70,"Morning",0,0,3,1
"211","La Copita Ranch",1096.698,6,4.74,"N2S","9/7/2024",0,1,0,0,0,0,0,9,5,"Morning",90,5,1,0
"212","La Copita Ranch",1096.698,6,4.74,"N2S","9/7/2024",1,0,0,0,0,0,0,7,70,"Morning",30,35,1,0
"213","La Copita Ranch",1096.698,7,4.79,"S2N","9/7/2024",1,1,0,0,0,0,0,1,60,"Morning",30,30,2,0
"214","La Copita Ranch",1096.698,7,4.79,"S2N","9/7/2024",0,0,0,1,0,0,0,10,90,"Morning",300,78,1,1
"215","La Copita Ranch",1096.698,7,4.79,"S2N","9/7/2024",1,0,0,0,0,0,0,2,20,"Morning",60,17,1,0
"216","La Copita Ranch",1096.698,7,4.79,"S2N","9/7/2024",1,0,0,0,0,0,0,6,100,"Morning",180,0,1,0
"217","La Copita Ranch",1096.698,7,4.79,"S2N","9/7/2024",1,0,0,0,0,0,0,7,65,"Morning",210,32,1,0
"218","La Copita Ranch",1096.698,8,4.84,"N2S","9/7/2024",0,0,0,0,1,0,0,9,40,"Morning",90,40,1,1
"219","La Copita Ranch",1096.698,8,4.84,"N2S","9/7/2024",0,0,0,0,1,0,0,4,20,"Morning",300,17,1,1
"220","La Copita Ranch",1096.698,8,4.84,"N2S","9/7/2024",1,0,0,0,0,0,0,7,15,"Morning",30,7,1,0
"221","La Copita Ranch",1096.698,11,1.25,"S2N","9/7/2024",1,1,0,0,0,0,0,8,5,"Morning",240,4,2,0
"222","La Copita Ranch",1096.698,11,1.25,"S2N","9/7/2024",1,3,0,0,0,0,0,1,80,"Morning",30,40,4,0
"223","La Copita Ranch",1096.698,12,1.25,"N2S","9/7/2024",0,1,0,0,0,0,0,9,10,"Morning",90,10,1,0
"224","La Copita Ranch",1096.698,2,4.99,"N2S","2/7/2025",0,0,0,1,0,0,0,11,40,"Evening",150,20,1,1
"225","La Copita Ranch",1096.698,2,4.99,"N2S","2/7/2025",0,0,1,0,0,0,0,10,60,"Evening",120,52,1,1
"226","La Copita Ranch",1096.698,2,4.99,"N2S","2/7/2025",1,1,0,0,0,0,0,8,30,"Evening",60,26,2,0
"227","La Copita Ranch",1096.698,2,4.99,"N2S","2/7/2025",1,0,0,0,0,0,0,9,40,"Evening",90,40,1,0
"228","La Copita Ranch",1096.698,2,4.99,"N2S","2/7/2025",1,1,0,0,0,0,0,1,30,"Evening",210,15,2,0
"229","La Copita Ranch",1096.698,3,4.99,"S2N","2/7/2025",0,0,3,0,0,0,0,2,20,"Evening",60,17,3,3
"230","La Copita Ranch",1096.698,3,4.99,"S2N","2/7/2025",1,0,0,1,0,0,0,7,60,"Evening",210,30,2,1
"231","La Copita Ranch",1096.698,3,4.99,"S2N","2/7/2025",0,0,1,0,0,0,0,3,20,"Evening",90,20,1,1
"232","La Copita Ranch",1096.698,3,4.99,"S2N","2/7/2025",2,1,0,0,0,0,0,8,60,"Evening",240,52,3,0
"233","La Copita Ranch",1096.698,3,4.99,"S2N","2/7/2025",0,0,0,1,0,0,0,9,10,"Evening",270,10,1,1
"234","La Copita Ranch",1096.698,3,4.99,"S2N","2/7/2025",0,0,0,0,1,0,0,7,30,"Evening",210,15,1,1
"235","La Copita Ranch",1096.698,4,4.99,"N2S","2/7/2025",0,0,0,1,0,0,0,1,30,"Evening",210,15,1,1
"236","La Copita Ranch",1096.698,4,4.99,"N2S","2/7/2025",1,0,0,0,0,0,0,1,50,"Evening",210,25,1,0
"237","La Copita Ranch",1096.698,5,4.68,"S2N","2/7/2025",1,0,0,0,0,0,0,8,40,"Evening",240,35,1,0
"238","La Copita Ranch",1096.698,6,4.74,"N2S","2/7/2025",0,0,0,1,0,0,0,9,40,"Evening",90,40,1,1
"239","La Copita Ranch",1096.698,6,4.74,"N2S","2/7/2025",1,0,0,0,0,0,0,9,70,"Evening",90,70,1,0
"240","La Copita Ranch",1096.698,6,4.74,"N2S","2/7/2025",1,0,0,0,0,0,0,7,90,"Evening",30,45,1,0
"241","La Copita Ranch",1096.698,6,4.74,"N2S","2/7/2025",1,1,0,0,0,0,0,7,70,"Evening",30,35,2,0
"242","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",1,0,0,0,0,0,0,12,20,"Evening",0,0,1,0
"243","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",0,1,0,0,0,0,0,2,30,"Evening",60,26,1,0
"244","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",3,0,0,0,0,0,0,11,70,"Evening",330,35,3,0
"245","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",0,1,0,0,0,0,0,6,50,"Evening",180,0,1,0
"246","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",0,0,0,1,0,0,0,7,80,"Evening",210,40,1,1
"247","La Copita Ranch",1096.698,8,4.84,"N2S","2/7/2025",2,0,0,0,0,0,0,10,50,"Evening",120,43,2,0
"248","La Copita Ranch",1096.698,10,1.25,"N2S","2/7/2025",1,0,0,0,0,0,0,9,30,"Evening",90,30,1,0
"249","La Copita Ranch",1096.698,10,1.25,"N2S","2/7/2025",0,0,1,0,0,0,0,11,60,"Evening",150,30,1,1
"250","La Copita Ranch",1096.698,12,1.25,"N2S","2/7/2025",2,0,0,0,0,0,0,1,10,"Evening",210,5,2,0
"251","La Copita Ranch",1096.698,2,4.99,"N2S","2/7/2025",2,0,0,0,0,0,1,3,30,"Evening",270,30,3,0
"252","La Copita Ranch",1096.698,2,4.99,"N2S","2/7/2025",3,0,0,0,0,0,0,2,70,"Evening",240,61,3,0
"253","La Copita Ranch",1096.698,2,4.99,"N2S","2/7/2025",1,0,0,0,0,0,0,4,90,"Evening",300,78,1,0
"254","La Copita Ranch",1096.698,3,4.99,"S2N","2/7/2025",2,0,0,0,0,0,0,3,50,"Evening",90,50,2,0
"255","La Copita Ranch",1096.698,3,4.99,"S2N","2/7/2025",0,0,0,0,0,0,2,3,30,"Evening",90,30,2,0
"256","La Copita Ranch",1096.698,4,4.99,"N2S","2/7/2025",0,0,1,0,0,0,0,2,60,"Evening",240,52,1,1
"257","La Copita Ranch",1096.698,5,4.68,"S2N","2/7/2025",0,0,1,0,0,0,0,4,50,"Evening",120,43,1,1
"258","La Copita Ranch",1096.698,5,4.68,"S2N","2/7/2025",1,1,0,0,0,0,0,3,30,"Evening",90,30,2,0
"259","La Copita Ranch",1096.698,6,4.74,"N2S","2/7/2025",0,0,0,0,1,0,0,3,40,"Evening",270,40,1,1
"260","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",0,0,1,0,0,0,0,12,10,"Evening",0,0,1,1
"261","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",1,0,0,0,0,0,0,3,30,"Evening",90,30,1,0
"262","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",1,0,0,0,0,0,0,3,50,"Evening",90,50,1,0
"263","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",1,1,0,0,0,0,0,2,50,"Evening",60,43,2,0
"264","La Copita Ranch",1096.698,7,4.79,"S2N","2/7/2025",1,1,0,0,0,0,0,1,60,"Evening",30,30,2,0
"265","La Copita Ranch",1096.698,9,1.25,"S2N","2/7/2025",2,0,0,0,0,0,0,3,50,"Evening",90,50,2,0
"266","La Copita Ranch",1096.698,10,1.25,"N2S","2/7/2025",0,0,0,0,0,0,2,4,30,"Evening",300,26,2,0
"267","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",2,0,0,0,0,0,0,3,80,"Morning",270,80,2,0
"268","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",0,1,0,0,0,0,0,9,0,"Morning",90,0,1,0
"269","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",1,0,0,0,0,0,0,6,10,"Morning",0,0,1,0
"270","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",1,1,0,0,0,0,0,2,30,"Morning",240,26,2,0
"271","La Copita Ranch",1096.698,3,4.99,"S2N","2/8/2025",0,0,3,0,0,0,0,3,10,"Morning",90,10,3,3
"272","La Copita Ranch",1096.698,3,4.99,"S2N","2/8/2025",0,0,0,1,0,0,0,2,90,"Morning",60,78,1,1
"273","La Copita Ranch",1096.698,3,4.99,"S2N","2/8/2025",2,0,0,0,0,0,0,2,100,"Morning",60,87,2,0
"274","La Copita Ranch",1096.698,3,4.99,"S2N","2/8/2025",1,1,0,0,0,0,0,3,50,"Morning",90,50,2,0
"275","La Copita Ranch",1096.698,4,4.99,"N2S","2/8/2025",1,1,0,0,0,0,0,9,90,"Morning",90,90,2,0
"276","La Copita Ranch",1096.698,5,4.68,"S2N","2/8/2025",0,0,0,1,0,0,0,3,100,"Morning",90,100,1,1
"277","La Copita Ranch",1096.698,5,4.68,"S2N","2/8/2025",2,1,0,0,0,0,0,2,80,"Morning",60,69,3,0
"278","La Copita Ranch",1096.698,6,4.74,"N2S","2/8/2025",0,0,0,1,0,0,0,12,10,"Morning",180,0,1,1
"279","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",3,0,1,0,0,0,0,2,40,"Morning",60,35,4,1
"280","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",0,1,0,0,0,0,0,9,20,"Morning",270,20,1,0
"281","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",1,0,0,0,0,0,0,3,30,"Morning",90,30,1,0
"282","La Copita Ranch",1096.698,8,4.84,"N2S","2/8/2025",3,0,0,0,0,0,0,1,50,"Morning",210,25,3,0
"283","La Copita Ranch",1096.698,8,4.84,"N2S","2/8/2025",0,0,0,1,0,0,0,1,30,"Morning",210,15,1,1
"284","La Copita Ranch",1096.698,8,4.84,"N2S","2/8/2025",1,0,0,0,0,0,0,3,40,"Morning",270,40,1,0
"285","La Copita Ranch",1096.698,8,4.84,"N2S","2/8/2025",1,0,0,0,0,0,0,3,90,"Morning",270,90,1,0
"286","La Copita Ranch",1096.698,8,4.84,"N2S","2/8/2025",0,0,1,0,0,0,0,1,100,"Morning",210,50,1,1
"287","La Copita Ranch",1096.698,10,1.25,"N2S","2/8/2025",2,1,0,0,0,0,0,11,40,"Morning",150,20,3,0
"288","La Copita Ranch",1096.698,10,1.25,"N2S","2/8/2025",1,0,0,0,1,0,0,10,3,"Morning",120,3,2,1
"289","La Copita Ranch",1096.698,11,1.25,"S2N","2/8/2025",1,0,0,1,0,0,0,2,80,"Morning",60,69,2,1
"290","La Copita Ranch",1096.698,12,1.25,"N2S","2/8/2025",3,0,0,0,0,0,0,3,50,"Morning",270,50,3,0
"291","La Copita Ranch",1096.698,1,2.94,"S2N","2/8/2025",0,0,1,0,0,0,0,6,30,"Morning",180,0,1,1
"292","La Copita Ranch",1096.698,1,2.94,"S2N","2/8/2025",2,1,0,0,0,0,0,7,75,"Morning",210,37,3,0
"293","La Copita Ranch",1096.698,1,2.94,"S2N","2/8/2025",1,0,0,0,0,0,0,10,50,"Morning",300,43,1,0
"294","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",1,1,0,0,0,0,0,9,40,"Morning",90,40,2,0
"295","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",1,1,0,0,0,0,0,10,30,"Morning",120,26,2,0
"296","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",2,0,0,0,0,0,0,11,70,"Morning",150,35,2,0
"297","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",1,1,0,0,0,0,0,1,70,"Morning",210,35,2,0
"298","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",1,1,0,0,0,0,0,5,80,"Morning",330,40,2,0
"299","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",1,0,0,0,0,0,0,10,40,"Morning",120,35,1,0
"300","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",1,1,0,0,0,0,0,8,50,"Morning",60,43,2,0
"301","La Copita Ranch",1096.698,2,4.99,"N2S","2/8/2025",1,0,0,0,0,0,0,9,10,"Morning",90,10,1,0
"302","La Copita Ranch",1096.698,3,4.99,"S2N","2/8/2025",0,1,0,0,0,0,0,12,20,"Morning",0,0,1,0
"303","La Copita Ranch",1096.698,3,4.99,"S2N","2/8/2025",0,0,2,0,0,0,0,10,40,"Morning",300,35,2,2
"304","La Copita Ranch",1096.698,3,4.99,"S2N","2/8/2025",0,0,1,0,0,0,0,9,30,"Morning",270,30,1,1
"305","La Copita Ranch",1096.698,3,4.99,"S2N","2/8/2025",1,1,0,0,0,0,0,9,100,"Morning",270,100,2,0
"306","La Copita Ranch",1096.698,3,4.99,"S2N","2/8/2025",0,0,1,0,0,0,0,8,60,"Morning",240,52,1,1
"307","La Copita Ranch",1096.698,4,4.99,"N2S","2/8/2025",2,1,0,0,0,0,0,10,40,"Morning",120,35,3,0
"308","La Copita Ranch",1096.698,4,4.99,"N2S","2/8/2025",1,1,0,0,0,0,0,9,70,"Morning",90,70,2,0
"309","La Copita Ranch",1096.698,4,4.99,"N2S","2/8/2025",1,1,0,0,0,0,0,9,20,"Morning",90,20,2,0
"310","La Copita Ranch",1096.698,4,4.99,"N2S","2/8/2025",1,0,0,0,0,0,0,8,20,"Morning",60,17,1,0
"311","La Copita Ranch",1096.698,4,4.99,"N2S","2/8/2025",1,0,0,0,0,0,0,7,40,"Morning",30,20,1,0
"312","La Copita Ranch",1096.698,5,4.68,"S2N","2/8/2025",1,0,0,0,0,0,0,9,90,"Morning",270,90,1,0
"313","La Copita Ranch",1096.698,5,4.68,"S2N","2/8/2025",1,1,0,0,0,0,0,7,80,"Morning",210,40,2,0
"314","La Copita Ranch",1096.698,5,4.68,"S2N","2/8/2025",0,0,1,0,0,0,0,12,40,"Morning",0,0,1,1
"315","La Copita Ranch",1096.698,6,4.74,"N2S","2/8/2025",1,1,0,0,0,0,0,12,20,"Morning",180,0,2,0
"316","La Copita Ranch",1096.698,6,4.74,"N2S","2/8/2025",0,0,0,0,1,0,0,10,20,"Morning",120,17,1,1
"317","La Copita Ranch",1096.698,6,4.74,"N2S","2/8/2025",1,1,0,0,0,0,0,11,30,"Morning",150,15,2,0
"318","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",2,1,0,0,0,0,0,11,10,"Morning",330,5,3,0
"319","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",2,0,0,0,0,0,0,10,20,"Morning",300,17,2,0
"320","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",1,0,0,0,0,0,0,12,20,"Morning",0,0,1,0
"321","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",1,1,0,0,0,0,0,7,60,"Morning",210,30,2,0
"322","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",0,0,1,0,0,0,0,9,25,"Morning",270,25,1,1
"323","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",2,1,0,0,0,0,0,9,90,"Morning",270,90,3,0
"324","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",1,0,0,0,0,0,0,8,20,"Morning",240,17,1,0
"325","La Copita Ranch",1096.698,7,4.79,"S2N","2/8/2025",0,0,0,0,1,0,0,8,15,"Morning",240,13,1,1
"326","La Copita Ranch",1096.698,8,4.84,"N2S","2/8/2025",0,0,2,0,0,0,0,7,60,"Morning",30,30,2,2
"327","La Copita Ranch",1096.698,8,4.84,"N2S","2/8/2025",5,0,0,0,0,0,0,11,50,"Morning",150,25,5,0
"328","La Copita Ranch",1096.698,8,4.84,"N2S","2/8/2025",1,0,0,0,0,0,0,8,0,"Morning",60,0,1,0
