Study_Area,Area_ha,Transect_ID,Transect_Length_km,Flight_Path,Longitude,Latitude,Date,Female,Fawn,Male_Young,Male_Middle,Male_Mature,Male_Unkown,Unknown,Direction_clock,Detection_Distance,Survey_Time,Survey_Season
La Copita Ranch,1096.698,2,4.99,N2S,27.67125617,-98.19959467,2/8/2025,2,0,0,0,0,0,0,11,70,Morning,Winter
La Copita Ranch,1096.698,2,4.99,N2S,27.66667983,-98.19936767,2/8/2025,1,1,0,0,0,0,0,1,70,Morning,Winter
La Copita Ranch,1096.698,2,4.99,N2S,27.65990083,-98.19954483,2/8/2025,1,1,0,0,0,0,0,5,80,Morning,Winter
La Copita Ranch,1096.698,2,4.99,N2S,27.65666483,-98.19944617,2/8/2025,1,0,0,0,0,0,0,10,40,Morning,Winter
La Copita Ranch,1096.698,2,4.99,N2S,27.65286233,-98.1993595,2/8/2025,1,1,0,0,0,0,0,8,50,Morning,Winter
La Copita Ranch,1096.698,2,4.99,N2S,27.64732483,-98.19928767,2/8/2025,1,0,0,0,0,0,0,9,10,Morning,Winter
La Copita Ranch,1096.698,3,4.99,S2N,27.64876733,-98.20202517,2/8/2025,0,1,0,0,0,0,0,12,20,Morning,Winter
La Copita Ranch,1096.698,3,4.99,S2N,27.65992083,-98.20222717,2/8/2025,0,0,2,0,0,0,0,10,40,Morning,Winter
La Copita Ranch,1096.698,3,4.99,S2N,27.66319117,-98.201861,2/8/2025,0,0,1,0,0,0,0,9,30,Morning,Winter
La Copita Ranch,1096.698,3,4.99,S2N,27.6713385,-98.201813,2/8/2025,1,1,0,0,0,0,0,9,100,Morning,Winter
La Copita Ranch,1096.698,3,4.99,S2N,27.67375967,-98.2018095,2/8/2025,0,0,1,0,0,0,0,8,60,Morning,Winter
La Copita Ranch,1096.698,4,4.99,N2S,27.68304817,-98.20469667,2/8/2025,2,1,0,0,0,0,0,10,40,Morning,Winter
La Copita Ranch,1096.698,4,4.99,N2S,27.67243167,-98.20433867,2/8/2025,1,1,0,0,0,0,0,9,70,Morning,Winter
La Copita Ranch,1096.698,4,4.99,N2S,27.66522367,-98.20456783,2/8/2025,1,1,0,0,0,0,0,9,20,Morning,Winter
La Copita Ranch,1096.698,4,4.99,N2S,27.66110617,-98.20440617,2/8/2025,1,0,0,0,0,0,0,8,20,Morning,Winter
La Copita Ranch,1096.698,4,4.99,N2S,27.6526595,-98.20434167,2/8/2025,1,0,0,0,0,0,0,7,40,Morning,Winter
La Copita Ranch,1096.698,5,4.68,S2N,27.66788567,-98.20697317,2/8/2025,1,0,0,0,0,0,0,9,90,Morning,Winter
La Copita Ranch,1096.698,5,4.68,S2N,27.67392717,-98.207059,2/8/2025,1,1,0,0,0,0,0,7,80,Morning,Winter
La Copita Ranch,1096.698,5,4.68,S2N,27.6761865,-98.20697267,2/8/2025,0,0,1,0,0,0,0,12,40,Morning,Winter
La Copita Ranch,1096.698,6,4.74,N2S,27.685091,-98.20983067,2/8/2025,1,1,0,0,0,0,0,12,20,Morning,Winter
La Copita Ranch,1096.698,6,4.74,N2S,27.67486317,-98.209589,2/8/2025,0,0,0,0,1,0,0,10,20,Morning,Winter
La Copita Ranch,1096.698,6,4.74,N2S,27.66205683,-98.20956133,2/8/2025,1,1,0,0,0,0,0,11,30,Morning,Winter
La Copita Ranch,1096.698,7,4.79,S2N,27.64949867,-98.21199217,2/8/2025,2,1,0,0,0,0,0,11,10,Morning,Winter
La Copita Ranch,1096.698,7,4.79,S2N,27.65909217,-98.21202583,2/8/2025,2,0,0,0,0,0,0,10,20,Morning,Winter
La Copita Ranch,1096.698,7,4.79,S2N,27.667291,-98.21186367,2/8/2025,1,0,0,0,0,0,0,12,20,Morning,Winter
La Copita Ranch,1096.698,7,4.79,S2N,27.67035517,-98.21185183,2/8/2025,1,1,0,0,0,0,0,7,60,Morning,Winter
La Copita Ranch,1096.698,7,4.79,S2N,27.67203867,-98.2121165,2/8/2025,0,0,1,0,0,0,0,9,25,Morning,Winter
La Copita Ranch,1096.698,7,4.79,S2N,27.67665667,-98.2122065,2/8/2025,2,1,0,0,0,0,0,9,90,Morning,Winter
La Copita Ranch,1096.698,7,4.79,S2N,27.67960317,-98.21219567,2/8/2025,1,0,0,0,0,0,0,8,20,Morning,Winter
La Copita Ranch,1096.698,7,4.79,S2N,27.68737467,-98.21202417,2/8/2025,0,0,0,0,1,0,0,8,15,Morning,Winter
La Copita Ranch,1096.698,8,4.84,N2S,27.68348933,-98.21432133,2/8/2025,0,0,2,0,0,0,0,7,60,Morning,Winter
La Copita Ranch,1096.698,8,4.84,N2S,27.66939117,-98.214437,2/8/2025,5,0,0,0,0,0,0,11,50,Morning,Winter
La Copita Ranch,1096.698,8,4.84,N2S,27.64879183,-98.21451517,2/8/2025,1,0,0,0,0,0,0,8,0,Morning,Winter
